"names","budgets","years","currencies"
"Marry the Girl",NA,"1937",NA
"Maytime",NA,"1937",NA
"Mein Sohn, der Herr Minister",NA,"1937",NA
"Melody for Two",NA,"1937",NA
"Men in Exile",NA,"1937",NA
"Menschen ohne Vaterland",NA,"1937",NA
"Le messager",NA,"1937",NA
"Midnight Court",NA,"1937",NA
"Midnight Taxi",NA,"1937",NA
"A Million to One",NA,"1937",NA
"Missing Witnesses",NA,"1937",NA
"El misterio del rostro pálido",NA,"1935",NA
"Mountain Justice",NA,"1937",NA
"Music for Madame",NA,"1937",NA
"Mutterlied",NA,"1937",NA
"My Dear Miss Aldrich",NA,"1937",NA
"My Favorite Wife",NA,"1940",NA
"The Mystery of the Hooded Horsemen",NA,"1937",NA
"Nancy Steele Is Missing!",NA,"1937",NA
"Navy Blue and Gold",NA,"1937",NA
"The New Deal Show",NA,"1937",NA
"New Faces of 1937",NA,"1937",NA
"Night Key",NA,"1937",NA
"Night Must Fall",NA,"1937",NA
"A Night at the Movies",NA,"1937",NA
"Nobody's Baby",NA,"1937",NA
"Nothing Sacred",1831927,"1937","USD"
"Oh, Susanna!",NA,"1936",NA
"The Old Barn Dance",NA,"1938",NA
"The Old Mill",NA,"1937",NA
"On Again-Off Again",214000,"1937","USD"
"On the Avenue",NA,"1937",NA
"Once a Doctor",NA,"1937",NA
"One Hundred Men and a Girl",762000,"1937","USD"
"An Optical Poem",NA,"1938",NA
"Orphan of the Pecos",6000,"1937","USD"
"Our Gang Follies of 1938",58815,"1937","USD"
"Outcast",NA,"1937",NA
"The Outcasts of Poker Flat",NA,"1937",NA
"Over the Goal",NA,"1937",NA
"The Painted Stallion",109164,"1937","USD"
"The Paneless Window Washer",NA,"1937",NA
"Park Avenue Logger",NA,"1937",NA
"Parnell",1547000,"1937","USD"
"Penny Wisdom",NA,"1937",NA
"Penrod and Sam",NA,"1937",NA
"The Perfect Specimen",NA,"1937",NA
"Les perles de la couronne",NA,"1937",NA
"Personal Property",299000,"1937","USD"
"Phantom of Santa Fe",NA,"1936",NA
"Pick a Star",NA,"1937",NA
"Playboy Number One",NA,"1937",NA
"Playing the Ponies",NA,"1937",NA
"Please Keep Me in Your Dreams",NA,"1937",NA
"Plenty of Money and You",NA,"1937",NA
"Popeye the Sailor Meets Ali Baba's Forty Thieves",NA,"1937",NA
"Popular Science",NA,"1937",NA
"Popular Science",NA,"1937",NA
"Popular Science",NA,"1937",NA
"Prairie Thunder",NA,"1937",NA
"Premiere",NA,"1937",NA
"The Prince and the Pauper",NA,"1937",NA
"The Prisoner of Zenda",NA,"1937",NA
"Public Cowboy No. 1",NA,"1937",NA
"Public Wedding",NA,"1937",NA
"Pépé le Moko",NA,"1937",NA
"Quality Street",NA,"1937",NA
"Ready, Willing and Able",NA,"1937",NA
"Riders of the Rockies",NA,"1937",NA
"Riding on Air",NA,"1937",NA
"The River",NA,"1938",NA
"The Road Back",NA,"1937",NA
"The Roaming Cowboy",NA,"1937",NA
"Romance of Radium",NA,"1937",NA
"Rootin' Tootin' Rhythm",NA,"1937",NA
"Rosalie",2e+06,"1937","USD"
"Rough Riding Rhythm",NA,"1937",NA
"Round-Up Time in Texas",NA,"1937",NA
"SOS Coast Guard",107217,"1937","USD"
"San Quentin",365000,"1937","USD"
"Sara lär sig folkvett",NA,"1937",NA
"Saratoga",1144000,"1937","USD"
"Saturday's Heroes",NA,"1937",NA
"Sea Devils",NA,"1937",NA
"Second Honeymoon",NA,"1937",NA
"Serenade",NA,"1937",NA
"Seventh Heaven",NA,"1937",NA
"Sh! The Octopus",NA,"1937",NA
"Shall We Dance",991000,"1937","USD"
"Shukujo wa nani o wasureta ka",NA,"1937",NA
"Sieben Ohrfeigen",NA,"1937",NA
"Sing, Cowboy, Sing",NA,"1937",NA
"The Singing Blacksmith",NA,"1938",NA
"The Singing Marine",NA,"1937",NA
"Sinner Take All",NA,"1936",NA
"The Sitter Downers",NA,"1937",NA
"Skicka hem Nr. 7",NA,"1937",NA
"Slave Ship",NA,"1937",NA
"Slim",NA,"1937",NA
"Smart Blonde",NA,"1937",NA
"Smoke Tree Range",NA,"1937",NA
"Snow White and the Seven Dwarfs",2e+06,"1937","USD"
"The Soldier and the Lady",NA,"1937",NA
"Something to Sing About",9e+05,"1937","USD"
"Song of the City",NA,"1937",NA
"Souls at Sea",NA,"1937",NA
"The Spanish Earth",NA,"1937",NA
"Speaking of the Weather",NA,"1937",NA
"Springtime in the Rockies",NA,"1937",NA
"Stage Door",952000,"1937","USD"
"Stand-In",NA,"1937",NA
"A Star Is Born",1173639,"1937","USD"
"Stella Dallas",NA,"1937",NA
"Die Stimme des Herzens",NA,"1937",NA
"Storm in a Teacup",NA,"1937",NA
"Submarine D-1",NA,"1937",NA
"Super Cue Men",NA,"1949",NA
"Super-Sleuth",NA,"1937",NA
"Swing High, Swing Low",739621,"1937","USD"
"Talent Scout",NA,"1937",NA
"Tango Notturno",NA,"1937",NA
"Thank You, Mr. Moto",NA,"1937",NA
"That Certain Woman",NA,"1937",NA
"That Man's Here Again",NA,"1937",NA
"There Goes My Girl",NA,"1937",NA
"There Goes the Groom",NA,"1937",NA
"They Gave Him a Gun",NA,"1937",NA
"They Wanted to Marry",NA,"1937",NA
"They Won't Forget",NA,"1937",NA
"Thin Ice",NA,"1937",NA
"Think Fast, Mr. Moto",NA,"1937",NA
"The Thirteenth Chair",NA,"1937",NA
"This Is My Affair",NA,"1937",NA
"Thoroughbreds Don't Cry",NA,"1937",NA
"3 Dumb Clucks",NA,"1937",NA
"The Toast of New York",1072000,"1937","USD"
"Too Many Wives",105000,"1937","USD"
"Topper",5e+05,"1937","USD"
"Torture Money",NA,"1937",NA
"Tovarich",1400000,"1937","USD"
"True Confession",NA,"1937",NA
"Un carnet de bal",NA,"1937",NA
"Under Cover of Night",NA,"1937",NA
"Unusual Occupations",NA,"1937",NA
"Unusual Occupations",NA,"1937",NA
"Urlaub auf Ehrenwort",NA,"1938",NA
"Varsity Show",NA,"1937",NA
"What Price Vengeance",NA,"1937",NA
"Versprich mir nichts!",NA,"1937",NA
"Vogues of 1938",NA,"1937",NA
"Ein Volksfeind",NA,"1937",NA
"Waikiki Wedding",NA,"1937",NA
"Way Out West",NA,"1937",NA
"We Have Our Moments",NA,"1937",NA
"We're on the Jury",NA,"1937",NA
"Wee Willie Winkie",NA,"1937",NA
"Wells Fargo",1500000,"1937","USD"
"West of Shanghai",NA,"1937",NA
"Western Gold",NA,"1937",NA
"When Love Is Young",NA,"1937",NA
"When You're in Love",NA,"1937",NA
"When's Your Birthday?",NA,"1937",NA
"Wife, Doctor and Nurse",NA,"1937",NA
"Wild and Woolly",NA,"1937",NA
"Wine, Women and Horses",NA,"1937",NA
"Wings of the Morning",NA,"1937",NA
"Wise Girl",448000,"1937","USD"
"With Love and Kisses",NA,"1936",NA
"Woman Chases Man",NA,"1937",NA
"The Woman I Love",NA,"1937",NA
"The Women Men Marry",NA,"1937",NA
"The Woods Are Full of Cuckoos",NA,"1937",NA
"The Wrong Road",NA,"1937",NA
"Yodelin' Kid from Pine Ridge",NA,"1937",NA
"Yoshiwara",NA,"1937",NA
"You Can't Beat Love",NA,"1937",NA
"You Can't Buy Luck",NA,"1937",NA
"You Can't Have Everything",NA,"1937",NA
"You Only Live Once",575000,"1937","USD"
"Young and Innocent",NA,"1937",NA
"La zandunga",NA,"1938",NA
"Der zerbrochene Krug",NA,"1937",NA
"Zorro Rides Again",110753,"1937","USD"
"Zu neuen Ufern",NA,"1937",NA
"13 Stühle",NA,"1938",NA
"Accidents Will Happen",NA,"1938",NA
"Accord final",NA,"1938",NA
"Adventure in Sahara",NA,"1938",NA
"The Adventures of Marco Polo",2e+06,"1938","USD"
"The Adventures of Robin Hood",1900000,"1938","USD"
"The Adventures of Tom Sawyer",NA,"1938",NA
"The Affairs of Annabel",NA,"1938",NA
"Aladdin's Lantern",NA,"1938",NA
"Aldeia da Roupa Branca",NA,"1939",NA
"Aleksandr Nevskiy",NA,"1938",NA
"Alexander's Ragtime Band",2e+06,"1938","USD"
"Algiers",NA,"1938",NA
"Always Goodbye",NA,"1938",NA
"The Amazing Dr. Clitterhouse",NA,"1938",NA
"Carmen (la de Triana)",NA,"1938",NA
"Andy Hardy's Dilemma: A Lesson in Mathematics - And Other Things",NA,"1940",NA
"Anaesthesia",NA,"1938",NA
"Angels with Dirty Faces",NA,"1938",NA
"Anna Favetti",NA,"1938",NA
"Annabel Takes a Tour",NA,"1938",NA
"El fanfarrón: ¡Aquí llegó el valentón!",NA,"1940",NA
"Arson Gang Busters",52175,"1938","USD"
"Arsène Lupin Returns",NA,"1938",NA
"The Bad Man of Brimstone",NA,"1937",NA
"The Baroness and the Butler",NA,"1938",NA
"Be Up to Date",NA,"1938",NA
"The Beloved Brat",NA,"1938",NA
"Beyond the Caribbean",NA,"1936",NA
"The Big Broadcast of 1938",NA,"1938",NA
"Billy Rose's Casa Mañana Revue",NA,"1938",NA
"Billy the Kid Returns",NA,"1938",NA
"Der Blaufuchs",NA,"1938",NA
"Blind Alibi",NA,"1938",NA
"Block-Heads",NA,"1938",NA
"Blockade",NA,"1938",NA
"Blond Cheat",NA,"1938",NA
"Blondes at Work",NA,"1938",NA
"Blondie",NA,"1938",NA
"Bluebeard's Eighth Wife",NA,"1938",NA
"Border G-Man",NA,"1938",NA
"Border Wolves",NA,"1938",NA
"Boy Meets Girl",NA,"1938",NA
"Boy of the Streets",NA,"1937",NA
"Boys Town",NA,"1938",NA
"Brave Little Tailor",NA,"1938",NA
"A Brivele der mamen",301040,"1938","PLN"
"Bringing Up Baby",1073000,"1938","USD"
"Broadway Musketeers",NA,"1938",NA
"Brother Rat",NA,"1938",NA
"The Buccaneer",NA,"1938",NA
"Bulldog Drummond in Africa",NA,"1938",NA
"Bulldog Drummond's Peril",NA,"1938",NA
"La bête humaine",NA,"1938",NA
"California Frontier",NA,"1938",NA
"A Canção da Terra",NA,"1938",NA
"Capriccio",NA,"1938",NA
"The Captain's Christmas",NA,"1938",NA
"Carefree",1253000,"1938","USD"
"The Challenge",NA,"1938",NA
"Charlie Chan in Honolulu",NA,"1938",NA
"The Chaser",NA,"1938",NA
"Child Bride",24000,"1938","USD"
"A Christmas Carol",NA,"1938",NA
"Cinderella Meets Fella",NA,"1938",NA
"Cipher Bureau",NA,"1938",NA
"The Citadel",NA,"1938",NA
"Cleaning House",NA,"1938",NA
"Cocoanut Grove",NA,"1938",NA
"Come On, Rangers",NA,"1938",NA
"Comet Over Broadway",NA,"1938",NA
"Condemned Women",NA,"1938",NA
"Convicted",65000,"1938","USD"
"Cossacks in Exile",75000,"1939","USD"
"The Courtship of the Newt",NA,"1938",NA
"The Cowboy and the Lady",1500000,"1938","USD"
"Cowboy from Brooklyn",NA,"1938",NA
"Crashing Hollywood",NA,"1938",NA
"Crime Ring",NA,"1938",NA
"Crime School",NA,"1938",NA
"The Crowd Roars",NA,"1938",NA
"The Daffy Doc",NA,"1938",NA
"Dangerous to Know",NA,"1938",NA
"Daredevil Drivers",NA,"1938",NA
"A Date to Skate",NA,"1938",NA
"The Dawn Patrol",NA,"1938",NA
"The Declaration of Independence",NA,"1938",NA
"Desert Patrol",NA,"1938",NA
"La madrina del diablo",NA,"1937",NA
"Dick Tracy Returns",156991,"1938","USD"
"The Divorce of Lady X",NA,"1938",NA
"Dollar",NA,"1938",NA
"Double Danger",NA,"1938",NA
"Dramatic School",NA,"1938",NA
"The Drum",NA,"1938",NA
"Du gamla du fria!",NA,"1938",NA
"Du und ich",NA,"1938",NA
"Entrée des artistes",NA,"1938",NA
"Es leuchten die Sterne",NA,"1938",NA
"Everybody Sing",NA,"1938",NA
"Everybody's Doing It",NA,"1938",NA
"Expensive Husbands",NA,"1937",NA
"Fahrendes Volk",NA,"1938",NA
"Der Fall Deruga",NA,"1938",NA
"Farinet ou l'or dans la montagne",NA,"1939",NA
"Fast Company",NA,"1938",NA
"Os Fidalgos da Casa Mourisca",NA,"1938",NA
"The Fighting Devil Dogs",92569,"1938","USD"
"The First Hundred Years",NA,"1938",NA
"Five of a Kind",NA,"1938",NA
"Flash Gordon's Trip to Mars",NA,"1938",NA
"Flat Foot Stooges",NA,"1938",NA
"Flirting with Fate",NA,"1938",NA
"Fools for Scandal",1300000,"1938","USD"
"Four Daughters",NA,"1938",NA
"Four Men and a Prayer",NA,"1938",NA
"Four's a Crowd",NA,"1938",NA
"Frau Sixta",NA,"1938",NA
"Frau Sylvelin",NA,"1938",NA
"Freshman Year",NA,"1938",NA
"Fugitives for a Night",NA,"1938",NA
"Garden of the Moon",NA,"1938",NA
"Gateway",NA,"1938",NA
"The Girl Downstairs",NA,"1938",NA
"The Girl of the Golden West",NA,"1938",NA
"Girls on Probation",NA,"1938",NA
"Girls' School",NA,"1938",NA
"Go Chase Yourself",NA,"1938",NA
"Goda vänner och trogna grannar",NA,"1938",NA
"Going Places",NA,"1938",NA
"Gold Diggers in Paris",NA,"1938",NA
"Gold Is Where You Find It",NA,"1938",NA
"Gold Mine in the Sky",NA,"1938",NA
"The Goldwyn Follies",1800000,"1938","USD"
"The Great Heart",NA,"1938",NA
"The Great Waltz",NA,"1938",NA
"Gun Law",NA,"1938",NA
"Hard to Get",NA,"1938",NA
"Having Wonderful Time",NA,"1938",NA
"He Couldn't Say No",NA,"1938",NA
"Healthy, Wealthy and Dumb",NA,"1938",NA
"Heart of the North",4e+05,"1938","USD"
"Heimat",NA,"1938",NA
"Her Jungle Love",NA,"1938",NA
"Hold That Co-ed",NA,"1938",NA
"Hold That Kiss",NA,"1938",NA
"Holiday",NA,"1938",NA
"Hollywood Handicap",NA,"1938",NA
"Hôtel du Nord",NA,"1938",NA
"I Am a Criminal",NA,"1938",NA
"I Met My Love Again",428800,"1938","USD"
"I'll Give a Million",NA,"1938",NA
"I'm from the City",NA,"1938",NA
"If I Were King",NA,"1938",NA
"Das indische Grabmal",NA,"1938",NA
"The Invisible Menace",NA,"1938",NA
"Island in the Sky",NA,"1938",NA
"Jezebel",1250000,"1938","USD"
"Josette",NA,"1938",NA
"Joy of Living",NA,"1938",NA
"Judge Hardy's Children",NA,"1938",NA
"Jugend",NA,"1938",NA
"Julius Caesar",NA,"1938",NA
"Just Around the Corner",NA,"1938",NA
"Juvenile Court",NA,"1938",NA
"Jääkärin morsian",NA,"1938",NA
"Katnip Kollege",NA,"1938",NA
"Kautschuk",NA,"1938",NA
"Kentucky",NA,"1938",NA
"Kidnapped",750000,"1938","USD"
"Die kleine und die große Liebe",NA,"1938",NA
"Knight of the Plains",NA,"1938",NA
"En kvinnas ansikte",NA,"1938",NA
"The Lady Vanishes",NA,"1938",NA
"Laulu tulipunaisesta kukasta",NA,"1938",NA
"Lauter Lügen",NA,"1938",NA
"The Law West of Tombstone",NA,"1938",NA
"Law of the Underworld",NA,"1938",NA
"Lawless Valley",NA,"1938",NA
"Listen, Darling",NA,"1938",NA
"Little Miss Broadway",NA,"1938",NA
"Little Miss Thoroughbred",NA,"1938",NA
"Lord Jeff",NA,"1938",NA
"Love Finds Andy Hardy",NA,"1938",NA
"Love Is a Headache",NA,"1938",NA
"Love, Honor and Behave",NA,"1938",NA
"Luciano Serra, pilota",NA,"1938",NA
"The Mad Miss Manton",NA,"1938",NA
"Maid's Night Out",NA,"1938",NA
"Man from Music Mountain",NA,"1938",NA
"A Man to Remember",84000,"1938","USD"
"Man-Proof",513000,"1938","USD"
"Mannequin",NA,"1937",NA
"Marie Antoinette",2926000,"1938","USD"
"La Marseillaise",NA,"1938",NA
"Med folket för fosterlandet",3e+05,"1938","SEK"
"Men Are Such Fools",NA,"1938",NA
"Men in Fright",17872,"1938","USD"
"Mental Poise",NA,"1938",NA
"Merrily We Live",NA,"1938",NA
"Los millones de Chaflán",NA,"1938",NA
"Mordsache Holm",NA,"1938",NA
"Mother Carey's Chickens",358000,"1938","USD"
"Mr. Moto Takes a Chance",NA,"1938",NA
"Mr. Moto's Gamble",NA,"1938",NA
"Mr. Wong, Detective",NA,"1938",NA
"Music Made Simple",NA,"1938",NA
"Mutts to You",NA,"1938",NA
"My Bill",NA,"1938",NA
"My Lucky Star",NA,"1938",NA
"Mysterious Mr. Moto",NA,"1938",NA
"Mystery House",NA,"1938",NA
"Eine Nacht im Mai",NA,"1938",NA
"Nancy Drew: Detective",NA,"1938",NA
"Nanu, Sie kennen Korff noch nicht?",NA,"1938",NA
"Next Time I Marry",NA,"1938",NA
"Night Spot",NA,"1938",NA
"The Night Watchman",NA,"1938",NA
"Nummisuutarit",NA,"1938",NA
"Of Human Hearts",NA,"1938",NA
"Old Smokey",NA,"1938",NA
"On with the New",NA,"1938",NA
"Once Over Lightly",NA,"1938",NA
"Out West with the Hardys",NA,"1938",NA
"Out of the Inkwell",NA,"1938",NA
"Over the Wall",NA,"1938",NA
"Overland Stage Raiders",NA,"1938",NA
"Painted Desert",NA,"1938",NA
"The Painted Trail",NA,"1938",NA
"Pals of the Saddle",NA,"1938",NA
"Panamint's Bad Man",NA,"1938",NA
"Paradise for Three",NA,"1938",NA
"Party Fever",16838,"1938","USD"
"Passing Parade",NA,"1938",NA
"Passport Husband",NA,"1938",NA
"The Patient in Room 18",NA,"1938",NA
"Penny Paradise",NA,"1938",NA
"Penrod and His Twin Brother",NA,"1938",NA
"Penrod's Double Trouble",NA,"1938",NA
"Polar Trappers",NA,"1938",NA
"Popular Science",NA,"1938",NA
"Popular Science",NA,"1938",NA
"Porky in Wackyland",NA,"1938",NA
"Port of Seven Seas",NA,"1938",NA
"Practical Jokers",NA,"1938",NA
"Prairie Moon",NA,"1938",NA
"Pride of the West",NA,"1938",NA
"Prison Train",NA,"1938",NA
"Professor Beware",820000,"1938","USD"
"Pygmalion",350000,"1938","USD"
"Quadrille",NA,"1938",NA
"Le quai des brumes",NA,"1938",NA
"Quick Money",NA,"1937",NA
"Racket Busters",NA,"1938",NA
"Radio City Revels",810000,"1938","USD"
"The Rage of Paris",NA,"1938",NA
"Rebecca of Sunnybrook Farm",NA,"1938",NA
"Remontons les Champs-Élysées",NA,"1938",NA
"The Renegade Ranger",NA,"1938",NA
"Rhythm of the Saddle",NA,"1938",NA
"Rich Man, Poor Girl",NA,"1938",NA
"Rolling Caravans",NA,"1938",NA
"Romance in the Dark",NA,"1938",NA
"Room Service",NA,"1938",NA
"Le récif de corail",NA,"1939",NA
"The Saint in New York",NA,"1938",NA
"Santa Fe Stampede",NA,"1938",NA
"Le schpountz",NA,"1938",NA
"Secrets of an Actress",NA,"1938",NA
"Sergeant Berry",NA,"1938",NA
"Sergeant Murphy",NA,"1938",NA
"Service de Luxe",NA,"1938",NA
"Shadows Over Shanghai",NA,"1938",NA
"She Loved a Fireman",NA,"1937",NA
"She's Got Everything",NA,"1937",NA
"The Shining Hour",NA,"1938",NA
"The Shopworn Angel",NA,"1938",NA
"St. Martin's Lane",NA,"1938",NA
"The Silver Trail",NA,"1937",NA
"The Sisters",NA,"1938",NA
"Six-Shootin' Sheriff",15000,"1938","USD"
"Sky Giant",NA,"1938",NA
"A Slight Case of Murder",NA,"1938",NA
"Sol över Sverige",NA,"1938",NA
"Spawn of the North",NA,"1938",NA
"Spirit of Youth",NA,"1938",NA
"Spring Madness",NA,"1938",NA
"Stablemates",NA,"1938",NA
"Starlight Over Texas",NA,"1938",NA
"Start Cheering",NA,"1938",NA
"Stolen Heaven",NA,"1938",NA
"Storm Over Bengal",NA,"1938",NA
"Storm över skären",NA,"1938",NA
"The Story of Doctor Carver",NA,"1938",NA
"Straight Place and Show",NA,"1938",NA
"Strange Faces",NA,"1938",NA
"The Stranger from Arizona",NA,"1938",NA
"Submarine Patrol",NA,"1938",NA
"Sudden Bill Dorn",NA,"1937",NA
"Suez",2e+06,"1938","USD"
"Suspiros de España",NA,"1939",NA
"Sweethearts",NA,"1938",NA
"Swing Your Lady",NA,"1938",NA
"Swiss Miss",NA,"1938",NA
"Der Tanz auf dem Vulkan",NA,"1938",NA
"Tarnished Angel",NA,"1938",NA
"Tarzan's Revenge",NA,"1938",NA
"Tassels in the Air",NA,"1938",NA
"Tempête sur l'Asie",NA,"1938",NA
"Tenth Avenue Kid",NA,"1938",NA
"Termites of 1938",NA,"1938",NA
"The Terror of Tiny Town",1e+05,"1938","USD"
"Test Pilot",NA,"1938",NA
"The Texans",NA,"1938",NA
"That Mothers Might Live",NA,"1938",NA
"There Goes My Heart",NA,"1938",NA
"There's Always a Woman",NA,"1938",NA
"They're Always Caught",NA,"1938",NA
"This Marriage Business",NA,"1938",NA
"Three Blind Mice",NA,"1938",NA
"Three Comrades",NA,"1938",NA
"Three Loves Has Nancy",NA,"1938",NA
"Three Missing Links",NA,"1938",NA
"Der Tiger von Eschnapur",NA,"1938",NA
"Tip-Off Girls",NA,"1938",NA
"Too Hot to Handle",1564000,"1938","USD"
"Too Much Johnson",NA,"1938",NA
"Torchy Blane in Chinatown",NA,"1939",NA
"Torchy Blane in Panama",NA,"1938",NA
"Torchy Gets Her Man",NA,"1938",NA
"The Toy Wife",NA,"1938",NA
"Trade Winds",738733,"1938","USD"
"Två år i varje klass",NA,"1938",NA
"Unashamed: A Romance",10000,"1938","USD"
"Under Western Stars",NA,"1938",NA
"Unusual Occupations",10000,"1938","USD"
"Valley of the Giants",NA,"1938",NA
"Veertig jaren",112000,"1938","NLG"
"Verklungene Melodie",NA,"1938",NA
"Vessel of Wrath",NA,"1938",NA
"Die vier Gesellen",NA,"1938",NA
"Vivacious Lady",703000,"1938","USD"
"Wee Wee Monsieur",NA,"1938",NA
"Le roman de Werther",NA,"1938",NA
"Western Jamboree",NA,"1938",NA
"When Were You Born",NA,"1938",NA
"Whirlwind Horseman",15000,"1938","USD"
"White Banners",NA,"1938",NA
"Wide Open Faces",NA,"1938",NA
"Wives Under Suspicion",220000,"1938","USD"
"Woman Against Woman",NA,"1938",NA
"Woman Against the World",NA,"1937",NA
"Women Are Like That",NA,"1938",NA
"Women in Prison",NA,"1938",NA
"The Wrong Way Out",NA,"1938",NA
"A Yank at Oxford",NA,"1938",NA
"Yellow Jack",NA,"1938",NA
"You Can't Take It with You",1644736,"1938","USD"
"You're Only Young Once",NA,"1937",NA
"Young Dr. Kildare",NA,"1938",NA
"The Young in Heart",NA,"1938",NA
"Yvette",NA,"1938",NA
"On Dress Parade",NA,"1939",NA
"6,000 Enemies",NA,"1939",NA
"A Ducking They Did Go",NA,"1939",NA
"Across the Plains",NA,"1939",NA
"The Adventures of Huckleberry Finn",NA,"1939",NA
"The Adventures of Jane Arden",NA,"1939",NA
"The Adventures of Sherlock Holmes",NA,"1939",NA
"The Adventures of the Masked Phantom",NA,"1939",NA
"Aladdin and His Wonderful Lamp",NA,"1939",NA
"Allegheny Uprising",696000,"1939","USD"
"Almost a Gentleman",NA,"1939",NA
"The Amazing Mr. Williams",NA,"1939",NA
"Andy Hardy Gets Spring Fever",NA,"1939",NA
"Angel of Mercy",NA,"1939",NA
"Angels Wash Their Faces",NA,"1939",NA
"Another Thin Man",NA,"1939",NA
"The Arizona Kid",NA,"1939",NA
"Arizona Legion",NA,"1939",NA
"Der arme Millionär",NA,"1939",NA
"The Ash Can Fleet",NA,"1939",NA
"Ask a Policeman",NA,"1939",NA
"At the Circus",NA,"1939",NA
"Aufruhr in Damaskus",NA,"1939",NA
"Auto Antics",20578,"1939","USD"
"Babes in Arms",748000,"1939","USD"
"Bachelor Mother",NA,"1939",NA
"Bad Lands",NA,"1939",NA
"Bad Little Angel",NA,"1939",NA
"Balalaika",NA,"1939",NA
"Barricade",NA,"1939",NA
"The Bear That Couldn't Sleep",NA,"1939",NA
"Beau Geste",NA,"1939",NA
"Beauty for the Asking",NA,"1939",NA
"The Bill of Rights",NA,"1939",NA
"Blackmail",NA,"1939",NA
"Blackwell's Island",NA,"1939",NA
"Blind Alley",NA,"1939",NA
"Blondie Brings Up Baby",NA,"1939",NA
"Blondie Meets the Boss",NA,"1939",NA
"Blondie Takes a Vacation",NA,"1939",NA
"Blue Montana Skies",NA,"1939",NA
"Boy Slaves",NA,"1939",NA
"Bridal Suite",NA,"1939",NA
"Broadway Serenade",NA,"1939",NA
"Burn 'Em Up O'Connor",NA,"1939",NA
"Calling All Curs",NA,"1939",NA
"Calling Dr. Kildare",NA,"1939",NA
"Captain Fury",NA,"1939",NA
"Captain Spanky's Show Boat",22564,"1939","USD"
"Casanova heiratet",NA,"1940",NA
"The Cat and the Canary",NA,"1939",NA
"Charlie Chan at Treasure Island",120000,"1939","USD"
"City in Darkness",NA,"1939",NA
"Charlie Chan in Reno",NA,"1939",NA
"Les cinq sous de Lavarède",NA,"1939",NA
"Circonstances atténuantes",NA,"1939",NA
"Clown Princes",21243,"1939","USD"
"Code of the Cactus",NA,"1939",NA
"Code of the Secret Service",NA,"1939",NA
